property_id,location_id,property_type,price,location,city,province_name,baths,area,purpose,bedrooms,Area Type,Area Size,Area Category
15272868,9206,House,3500000,Aashiana Road,Lahore,Punjab,3,2.5 Marla,For Sale,3,Marla,2.5,0-5 Marla
15273143,1014,House,7500000,Paragon City,Lahore,Punjab,3,3.5 Marla,For Sale,3,Marla,3.5,0-5 Marla
15254684,680,House,12500000,Gadap Town,Karachi,Sindh,0,5.4 Marla,For Sale,0,Marla,5.4,5-10 Marla
15254706,680,House,12500000,Gadap Town,Karachi,Sindh,0,5.4 Marla,For Sale,0,Marla,5.4,5-10 Marla
15254756,680,House,12500000,Gadap Town,Karachi,Sindh,0,5.4 Marla,For Sale,0,Marla,5.4,5-10 Marla
15254977,524,Flat,18000000,Gulshan-e-Iqbal Town,Karachi,Sindh,0,8 Marla,For Sale,0,Marla,8,5-10 Marla
15255387,6699,Upper Portion,5800000,Federal B Area,Karachi,Sindh,2,4 Marla,For Sale,2,Marla,4,0-5 Marla
15255666,7215,Flat,11500000,North Nazimabad,Karachi,Sindh,3,5.4 Marla,For Sale,3,Marla,5.4,5-10 Marla
15256477,8298,Flat,5800000,Bahria Town Karachi,Karachi,Sindh,2,4.2 Marla,For Sale,2,Marla,4.2,0-5 Marla
15256540,12243,House,60000000,Cantt,Karachi,Sindh,5,17.1 Marla,For Sale,5,Marla,17.1,15-20 Marla
15241129,198,Flat,120000,Bath Island,Karachi,Sindh,4,10.4 Marla,For Rent,3,Marla,10.4,10-15 Marla
15243088,8292,House,100000,KDA Scheme 1,Karachi,Sindh,4,7 Marla,For Rent,4,Marla,7,5-10 Marla
15243342,526,Lower Portion,50000,Amir Khusro,Karachi,Sindh,2,6.4 Marla,For Rent,2,Marla,6.4,5-10 Marla
15243896,9058,Penthouse,325000,DHA Defence,Karachi,Sindh,5,1.3 Kanal,For Rent,4,Kanal,1.3,1-5 Kanal
15244062,1482,Upper Portion,140000,DHA Defence,Karachi,Sindh,0,1 Kanal,For Rent,0,Kanal,1,1-5 Kanal
15244424,1483,Upper Portion,160000,DHA Defence,Karachi,Sindh,3,1.6 Kanal,For Rent,6,Kanal,1.6,1-5 Kanal
15244919,1674,Upper Portion,130000,DHA Defence,Karachi,Sindh,3,1 Kanal,For Rent,3,Kanal,1,1-5 Kanal
15245036,1483,House,375000,DHA Defence,Karachi,Sindh,6,1.3 Kanal,For Rent,6,Kanal,1.3,1-5 Kanal
15245825,6905,Lower Portion,80000,Gulshan-e-Iqbal Town,Karachi,Sindh,3,12 Marla,For Rent,2,Marla,12,10-15 Marla
15246735,6675,Upper Portion,130000,DHA Defence,Karachi,Sindh,3,1 Kanal,For Rent,3,Kanal,1,1-5 Kanal
15246736,6675,Upper Portion,130000,DHA Defence,Karachi,Sindh,3,1 Kanal,For Rent,3,Kanal,1,1-5 Kanal
15248064,1482,House,235000,DHA Defence,Karachi,Sindh,0,1 Kanal,For Rent,0,Kanal,1,1-5 Kanal
15249751,1670,Flat,80000,Clifton,Karachi,Sindh,3,9.8 Marla,For Rent,3,Marla,9.8,5-10 Marla
15249862,232,Lower Portion,16000,Gulistan-e-Jauhar,Karachi,Sindh,2,2.4 Marla,For Rent,2,Marla,2.4,0-5 Marla
15256021,7218,Flat,28000,North Nazimabad,Karachi,Sindh,0,5.6 Marla,For Rent,3,Marla,5.6,5-10 Marla
15256546,12243,House,65000000,Cantt,Karachi,Sindh,5,17.1 Marla,For Sale,5,Marla,17.1,15-20 Marla
15256556,6655,House,65000000,Cantt,Karachi,Sindh,5,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
15256559,9587,House,47500000,Cantt,Karachi,Sindh,4,12.4 Marla,For Sale,4,Marla,12.4,10-15 Marla
15258558,11231,House,31000000,Gulshan-e-Iqbal Town,Karachi,Sindh,5,8 Marla,For Sale,5,Marla,8,5-10 Marla
15259201,680,House,15500000,Gadap Town,Karachi,Sindh,3,8 Marla,For Sale,3,Marla,8,5-10 Marla
15259204,680,House,17500000,Gadap Town,Karachi,Sindh,6,8 Marla,For Sale,6,Marla,8,5-10 Marla
15259207,680,House,23500000,Gadap Town,Karachi,Sindh,5,16 Marla,For Sale,4,Marla,16,15-20 Marla
15259217,680,House,12000000,Gadap Town,Karachi,Sindh,5,4.8 Marla,For Sale,4,Marla,4.8,0-5 Marla
15259223,680,House,9800000,Gadap Town,Karachi,Sindh,2,4.8 Marla,For Sale,2,Marla,4.8,0-5 Marla
15259226,680,House,27500000,Gadap Town,Karachi,Sindh,6,9.6 Marla,For Sale,6,Marla,9.6,5-10 Marla
15259230,680,House,52500000,Gadap Town,Karachi,Sindh,8,1.2 Kanal,For Sale,7,Kanal,1.2,1-5 Kanal
15259232,680,House,25000000,Gadap Town,Karachi,Sindh,6,9.6 Marla,For Sale,6,Marla,9.6,5-10 Marla
15259234,680,House,11500000,Gadap Town,Karachi,Sindh,2,4.8 Marla,For Sale,2,Marla,4.8,0-5 Marla
15259242,680,House,26500000,Gadap Town,Karachi,Sindh,6,16 Marla,For Sale,6,Marla,16,15-20 Marla
15259246,680,House,13000000,Gadap Town,Karachi,Sindh,6,4.8 Marla,For Sale,6,Marla,4.8,0-5 Marla
15259250,680,House,13000000,Gadap Town,Karachi,Sindh,4,4.8 Marla,For Sale,4,Marla,4.8,0-5 Marla
15259254,680,House,16500000,Gadap Town,Karachi,Sindh,4,5.8 Marla,For Sale,4,Marla,5.8,5-10 Marla
15259257,680,House,14000000,Gadap Town,Karachi,Sindh,3,8.2 Marla,For Sale,3,Marla,8.2,5-10 Marla
15259292,680,House,14500000,Gadap Town,Karachi,Sindh,3,8 Marla,For Sale,3,Marla,8,5-10 Marla
15259293,680,House,14000000,Gadap Town,Karachi,Sindh,3,9.6 Marla,For Sale,3,Marla,9.6,5-10 Marla
15259299,680,House,15000000,Gadap Town,Karachi,Sindh,5,4.8 Marla,For Sale,4,Marla,4.8,0-5 Marla
15259492,6826,Lower Portion,11000000,Gulistan-e-Jauhar,Karachi,Sindh,2,6.4 Marla,For Sale,2,Marla,6.4,5-10 Marla
15259504,7080,House,14500000,Nazimabad,Karachi,Sindh,5,5.3 Marla,For Sale,5,Marla,5.3,5-10 Marla
15260182,1667,Flat,31500000,Clifton,Karachi,Sindh,3,7.1 Marla,For Sale,3,Marla,7.1,5-10 Marla
15260186,1666,Flat,56000000,Clifton,Karachi,Sindh,4,16.9 Marla,For Sale,4,Marla,16.9,15-20 Marla
15260692,232,Flat,6500000,Gulistan-e-Jauhar,Karachi,Sindh,3,5.6 Marla,For Sale,3,Marla,5.6,5-10 Marla
15261066,1665,Flat,17500000,Clifton,Karachi,Sindh,3,8 Marla,For Sale,3,Marla,8,5-10 Marla
15261508,1484,House,95000000,DHA Defence,Karachi,Sindh,6,1 Kanal,For Sale,4,Kanal,1,1-5 Kanal
15261579,301,Flat,4200000,Rashid Minhas Road,Karachi,Sindh,2,3.1 Marla,For Sale,4,Marla,3.1,0-5 Marla
15261799,6652,House,12500000,Cantt,Karachi,Sindh,3,4.8 Marla,For Sale,4,Marla,4.8,0-5 Marla
15261995,6669,Flat,1800000,Delhi Colony,Karachi,Sindh,2,2.6 Marla,For Sale,2,Marla,2.6,0-5 Marla
15262572,6842,Flat,5500000,Gulistan-e-Jauhar,Karachi,Sindh,2,4.2 Marla,For Sale,2,Marla,4.2,0-5 Marla
15262597,1483,Flat,15500000,DHA Defence,Karachi,Sindh,3,5.3 Marla,For Sale,3,Marla,5.3,5-10 Marla
15262788,416,Penthouse,55000000,Zamzama,Karachi,Sindh,0,1.3 Kanal,For Sale,0,Kanal,1.3,1-5 Kanal
15263328,1485,House,95000000,DHA Defence,Karachi,Sindh,6,1 Kanal,For Sale,6,Kanal,1,1-5 Kanal
15263559,6864,House,62500000,Gulshan-e-Iqbal Town,Karachi,Sindh,7,1 Kanal,For Sale,7,Kanal,1,1-5 Kanal
15263782,6858,Flat,9900000,Gulshan-e-Iqbal Town,Karachi,Sindh,0,5.3 Marla,For Sale,0,Marla,5.3,5-10 Marla
15263797,6673,Flat,17000000,DHA Defence,Karachi,Sindh,3,5.1 Marla,For Sale,3,Marla,5.1,5-10 Marla
15264291,9589,House,12500000,Malir,Karachi,Sindh,3,4.8 Marla,For Sale,2,Marla,4.8,0-5 Marla
15264305,6639,Flat,60000000,Cantt,Karachi,Sindh,3,10.7 Marla,For Sale,3,Marla,10.7,10-15 Marla
15264425,6655,Flat,27000000,Cantt,Karachi,Sindh,3,10 Marla,For Sale,3,Marla,10,5-10 Marla
15264512,6655,Flat,38000000,Cantt,Karachi,Sindh,4,13.2 Marla,For Sale,4,Marla,13.2,10-15 Marla
15264571,7080,Flat,10000000,Nazimabad,Karachi,Sindh,2,4.9 Marla,For Sale,2,Marla,4.9,0-5 Marla
15264575,235,Flat,2800000,Gulshan-e-Iqbal Town,Karachi,Sindh,2,3.1 Marla,For Sale,2,Marla,3.1,0-5 Marla
15264711,6655,Flat,27000000,Cantt,Karachi,Sindh,3,11.4 Marla,For Sale,3,Marla,11.4,10-15 Marla
15264841,1485,House,160000000,DHA Defence,Karachi,Sindh,7,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
15257962,3117,House,45000000,B-17,Islamabad,Islamabad Capital,6,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
15259218,8312,Flat,17100000,Gulberg,Islamabad,Islamabad Capital,2,6.9 Marla,For Sale,2,Marla,6.9,5-10 Marla
15260474,3149,House,24500000,CBR Town,Islamabad,Islamabad Capital,6,14.2 Marla,For Sale,6,Marla,14.2,10-15 Marla
15260475,3149,House,24000000,CBR Town,Islamabad,Islamabad Capital,6,14.2 Marla,For Sale,6,Marla,14.2,10-15 Marla
15260476,3149,House,23500000,CBR Town,Islamabad,Islamabad Capital,6,14.2 Marla,For Sale,6,Marla,14.2,10-15 Marla
15260477,3147,House,13500000,CBR Town,Islamabad,Islamabad Capital,6,8 Marla,For Sale,5,Marla,8,5-10 Marla
15260515,8851,House,4000000,Jhangi Syedan,Islamabad,Islamabad Capital,3,5 Marla,For Sale,3,Marla,5,0-5 Marla
15261780,3460,House,3000000,Koral Town,Islamabad,Islamabad Capital,0,2.5 Marla,For Sale,2,Marla,2.5,0-5 Marla
15263142,445,House,8300000,Korang Town,Islamabad,Islamabad Capital,2,6 Marla,For Sale,2,Marla,6,5-10 Marla
15264434,429,Flat,38000000,Diplomatic Enclave,Islamabad,Islamabad Capital,2,7.6 Marla,For Sale,2,Marla,7.6,5-10 Marla
15264540,3339,House,45000000,G-13,Islamabad,Islamabad Capital,0,14.2 Marla,For Sale,0,Marla,14.2,10-15 Marla
15264542,3442,House,40000000,I-8,Islamabad,Islamabad Capital,0,14.2 Marla,For Sale,0,Marla,14.2,10-15 Marla
15264585,3498,House,15000000,Soan Garden,Islamabad,Islamabad Capital,2,10 Marla,For Sale,2,Marla,10,5-10 Marla
15264950,9219,House,9500000,Kuri Model Town,Islamabad,Islamabad Capital,4,10 Marla,For Sale,4,Marla,10,5-10 Marla
15266426,764,Flat,9500000,G-15,Islamabad,Islamabad Capital,2,5.6 Marla,For Sale,2,Marla,5.6,5-10 Marla
15266434,764,Flat,15000000,G-15,Islamabad,Islamabad Capital,3,8.5 Marla,For Sale,3,Marla,8.5,5-10 Marla
15266616,3316,House,260000000,F-8,Islamabad,Islamabad Capital,5,3.6 Kanal,For Sale,5,Kanal,3.6,1-5 Kanal
15267067,11463,House,2200000,Golra Road,Islamabad,Islamabad Capital,2,3.2 Marla,For Sale,2,Marla,3.2,0-5 Marla
15268657,3384,House,50000000,G-9,Islamabad,Islamabad Capital,4,14 Marla,For Sale,5,Marla,14,10-15 Marla
15269185,329,House,28000000,E-11,Islamabad,Islamabad Capital,5,6 Marla,For Sale,5,Marla,6,5-10 Marla
15269547,616,Flat,5247000,B-17,Islamabad,Islamabad Capital,0,4.2 Marla,For Sale,0,Marla,4.2,0-5 Marla
15270127,163,Flat,14800000,F-11,Islamabad,Islamabad Capital,0,5.8 Marla,For Sale,0,Marla,5.8,5-10 Marla
15270788,165,House,260000000,F-7,Islamabad,Islamabad Capital,0,3.6 Kanal,For Sale,0,Kanal,3.6,1-5 Kanal
15270828,165,House,350000000,F-7,Islamabad,Islamabad Capital,0,4 Kanal,For Sale,0,Kanal,4,1-5 Kanal
15270897,429,Flat,10500000,Diplomatic Enclave,Islamabad,Islamabad Capital,1,1.8 Marla,For Sale,1,Marla,1.8,0-5 Marla
15271650,3349,Flat,3500000,G-15,Islamabad,Islamabad Capital,2,2.2 Marla,For Sale,3,Marla,2.2,0-5 Marla
15272596,163,House,75000000,F-11,Islamabad,Islamabad Capital,0,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
15273012,11983,House,13000000,Bahria Town,Islamabad,Islamabad Capital,4,5 Marla,For Sale,3,Marla,5,0-5 Marla
15273254,3337,House,14000000,G-13,Islamabad,Islamabad Capital,5,4.4 Marla,For Sale,5,Marla,4.4,0-5 Marla
15258562,3282,Flat,60000,F-11,Islamabad,Islamabad Capital,3,11.6 Marla,For Rent,2,Marla,11.6,10-15 Marla
15261527,164,House,225000,F-6,Islamabad,Islamabad Capital,5,1 Kanal,For Rent,4,Kanal,1,1-5 Kanal
15266360,168,House,85000,G-11,Islamabad,Islamabad Capital,4,8 Marla,For Rent,4,Marla,8,5-10 Marla
15266859,331,House,42000,National Police Foundation O-9,Islamabad,Islamabad Capital,4,5 Marla,For Rent,4,Marla,5,0-5 Marla
15267356,8312,Flat,40000,Gulberg,Islamabad,Islamabad Capital,2,4.9 Marla,For Rent,2,Marla,4.9,0-5 Marla
15267826,339,House,72000,DHA Defence,Islamabad,Islamabad Capital,5,10 Marla,For Rent,5,Marla,10,5-10 Marla
15268824,9225,Upper Portion,50000,DHA Defence,Islamabad,Islamabad Capital,3,1 Kanal,For Rent,3,Kanal,1,1-5 Kanal
15269278,339,House,120000,DHA Defence,Islamabad,Islamabad Capital,6,1 Kanal,For Rent,6,Kanal,1,1-5 Kanal
15269415,764,House,50000,G-15,Islamabad,Islamabad Capital,2,7 Marla,For Rent,2,Marla,7,5-10 Marla
15269599,9225,Lower Portion,40000,DHA Defence,Islamabad,Islamabad Capital,0,1 Kanal,For Rent,0,Kanal,1,1-5 Kanal
15269684,429,Flat,110000,Diplomatic Enclave,Islamabad,Islamabad Capital,2,6.7 Marla,For Rent,2,Marla,6.7,5-10 Marla
15270078,3230,Lower Portion,90000,E-11,Islamabad,Islamabad Capital,4,1 Kanal,For Rent,3,Kanal,1,1-5 Kanal
15270085,3241,Flat,488000,E-11,Islamabad,Islamabad Capital,3,8 Marla,For Rent,3,Marla,8,5-10 Marla
15271340,1378,Upper Portion,35000,Pakistan Town,Islamabad,Islamabad Capital,3,1 Kanal,For Rent,3,Kanal,1,1-5 Kanal
15271455,160,Lower Portion,40000,D-12,Islamabad,Islamabad Capital,3,10 Marla,For Rent,2,Marla,10,5-10 Marla
15272923,429,Flat,350000,Diplomatic Enclave,Islamabad,Islamabad Capital,4,13.3 Marla,For Rent,3,Marla,13.3,10-15 Marla
15273827,1314,House,10500000,Ghauri Town,Islamabad,Islamabad Capital,5,5 Marla,For Sale,4,Marla,5,0-5 Marla
15274968,163,House,150000000,F-11,Islamabad,Islamabad Capital,6,1.6 Kanal,For Sale,10,Kanal,1.6,1-5 Kanal
15276511,1705,House,12500000,Bahria Town,Islamabad,Islamabad Capital,4,5 Marla,For Sale,3,Marla,5,0-5 Marla
15276513,171,House,55000000,G-9,Islamabad,Islamabad Capital,6,12 Marla,For Sale,7,Marla,12,10-15 Marla
15277182,616,House,17000000,B-17,Islamabad,Islamabad Capital,4,8 Marla,For Sale,4,Marla,8,5-10 Marla
15278869,9914,Flat,6500000,DHA Defence,Islamabad,Islamabad Capital,0,6.7 Marla,For Sale,3,Marla,6.7,5-10 Marla
15278870,10358,Flat,4700000,GT Road,Islamabad,Islamabad Capital,0,4.2 Marla,For Sale,2,Marla,4.2,0-5 Marla
15278871,9914,Flat,5200000,DHA Defence,Islamabad,Islamabad Capital,0,4.9 Marla,For Sale,2,Marla,4.9,0-5 Marla
15278872,9914,Flat,3800000,DHA Defence,Islamabad,Islamabad Capital,0,3.6 Marla,For Sale,2,Marla,3.6,0-5 Marla
15278930,1039,Flat,3700000,H-13,Islamabad,Islamabad Capital,0,3.1 Marla,For Sale,0,Marla,3.1,0-5 Marla
15281658,9914,Flat,3700000,DHA Defence,Islamabad,Islamabad Capital,2,3.6 Marla,For Sale,2,Marla,3.6,0-5 Marla
15259256,501,House,17500000,Wapda City,Faisalabad,Punjab,6,10 Marla,For Sale,4,Marla,10,5-10 Marla
15262303,1140,Flat,2680000,Canal Road,Faisalabad,Punjab,0,1.8 Marla,For Sale,0,Marla,1.8,0-5 Marla
15262304,1140,Flat,5360000,Canal Road,Faisalabad,Punjab,0,3.6 Marla,For Sale,0,Marla,3.6,0-5 Marla
15268883,8542,House,5500000,Lahore - Sheikhupura - Faisalabad Road,Faisalabad,Punjab,3,5 Marla,For Sale,5,Marla,5,0-5 Marla
15272070,8917,House,10000000,Eden Valley,Faisalabad,Punjab,4,5 Marla,For Sale,3,Marla,5,0-5 Marla
15258088,438,House,16500000,Gulraiz Housing Scheme,Rawalpindi,Punjab,5,8 Marla,For Sale,5,Marla,8,5-10 Marla
15258114,1404,House,8000000,Shalley Valley,Rawalpindi,Punjab,4,4 Marla,For Sale,4,Marla,4,0-5 Marla
15258737,10347,House,4150000,Chakra Road,Rawalpindi,Punjab,2,4.5 Marla,For Sale,4,Marla,4.5,0-5 Marla
15261088,8157,House,26000000,Media Town,Rawalpindi,Punjab,6,12.4 Marla,For Sale,6,Marla,12.4,10-15 Marla
15261354,632,Flat,3300000,Bahria Town Rawalpindi,Rawalpindi,Punjab,1,3.5 Marla,For Sale,2,Marla,3.5,0-5 Marla
15261524,3048,House,35000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,5,1 Kanal,For Sale,4,Kanal,1,1-5 Kanal
15262556,12199,Flat,8400000,Bahria Town Rawalpindi,Rawalpindi,Punjab,2,3.6 Marla,For Sale,1,Marla,3.6,0-5 Marla
15263543,3051,House,22500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,6,10 Marla,For Sale,5,Marla,10,5-10 Marla
15263558,3047,House,15000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,4,7 Marla,For Sale,7,Marla,7,5-10 Marla
15265237,3069,House,15000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,5,8 Marla,For Sale,5,Marla,8,5-10 Marla
15265329,3048,House,45000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,6,1.2 Kanal,For Sale,5,Kanal,1.2,1-5 Kanal
15265392,3069,House,14500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,4,8 Marla,For Sale,5,Marla,8,5-10 Marla
15265555,3067,House,14000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,5,8 Marla,For Sale,5,Marla,8,5-10 Marla
15266024,6007,House,9500000,Dhok Elahi Baksh,Rawalpindi,Punjab,0,3 Marla,For Sale,0,Marla,3,0-5 Marla
15266237,6042,House,22000000,Satellite Town,Rawalpindi,Punjab,0,4 Marla,For Sale,0,Marla,4,0-5 Marla
15266357,714,Flat,4800000,Liaquat Bagh,Rawalpindi,Punjab,2,2.8 Marla,For Sale,2,Marla,2.8,0-5 Marla
15268915,8322,Flat,4500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,2,3.6 Marla,For Sale,2,Marla,3.6,0-5 Marla
15271830,8128,House,18500000,Misryal Road,Rawalpindi,Punjab,7,11 Marla,For Sale,7,Marla,11,10-15 Marla
15272151,3056,House,19000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,7,10 Marla,For Sale,5,Marla,10,5-10 Marla
15272170,3070,House,10500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,5,5 Marla,For Sale,3,Marla,5,0-5 Marla
15272362,5989,House,3000000,Ashraf Colony,Rawalpindi,Punjab,3,3.5 Marla,For Sale,4,Marla,3.5,0-5 Marla
15273325,587,House,6500000,Khayaban-e-Sir Syed,Rawalpindi,Punjab,2,3 Marla,For Sale,2,Marla,3,0-5 Marla
15273428,3067,House,13500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,6,7 Marla,For Sale,5,Marla,7,5-10 Marla
15257115,10765,House,35000,Eden Gardens,Faisalabad,Punjab,0,5 Marla,For Rent,0,Marla,5,0-5 Marla
15257265,8590,House,55000,Canal Road,Faisalabad,Punjab,0,8 Marla,For Rent,0,Marla,8,5-10 Marla
15258056,8296,House,30000,Eden Gardens,Faisalabad,Punjab,0,2 Marla,For Rent,0,Marla,2,0-5 Marla
15258458,8590,House,35000,Canal Road,Faisalabad,Punjab,0,5 Marla,For Rent,0,Marla,5,0-5 Marla
15260870,8296,Upper Portion,32000,Eden Gardens,Faisalabad,Punjab,0,12 Marla,For Rent,0,Marla,12,10-15 Marla
15260882,8590,House,35000,Canal Road,Faisalabad,Punjab,0,5 Marla,For Rent,0,Marla,5,0-5 Marla
15260992,8917,House,40000,Eden Valley,Faisalabad,Punjab,0,5 Marla,For Rent,0,Marla,5,0-5 Marla
15261177,8917,House,35000,Eden Valley,Faisalabad,Punjab,0,5 Marla,For Rent,0,Marla,5,0-5 Marla
15261265,8917,Upper Portion,23000,Eden Valley,Faisalabad,Punjab,0,5 Marla,For Rent,0,Marla,5,0-5 Marla
15261272,8917,House,40000,Eden Valley,Faisalabad,Punjab,0,5 Marla,For Rent,0,Marla,5,0-5 Marla
15261305,10765,House,35000,Eden Gardens,Faisalabad,Punjab,0,5 Marla,For Rent,0,Marla,5,0-5 Marla
15261340,10765,House,40000,Eden Gardens,Faisalabad,Punjab,0,5 Marla,For Rent,4,Marla,5,0-5 Marla
15263212,8296,Upper Portion,23000,Eden Gardens,Faisalabad,Punjab,0,5 Marla,For Rent,0,Marla,5,0-5 Marla
15263213,10600,Upper Portion,45000,Daewoo Road,Faisalabad,Punjab,0,5.5 Marla,For Rent,0,Marla,5.5,5-10 Marla
15264054,4948,Upper Portion,24000,Gulbahar Colony,Faisalabad,Punjab,0,7 Marla,For Rent,2,Marla,7,5-10 Marla
15257220,5980,Upper Portion,36000,Chaklala Scheme,Rawalpindi,Punjab,2,10 Marla,For Rent,2,Marla,10,5-10 Marla
15257415,3036,Lower Portion,35000,Bahria Town Rawalpindi,Rawalpindi,Punjab,0,10 Marla,For Rent,0,Marla,10,5-10 Marla
15258160,5980,Upper Portion,40000,Chaklala Scheme,Rawalpindi,Punjab,3,14 Marla,For Rent,3,Marla,14,10-15 Marla
15259229,1312,Upper Portion,50000,Chaklala Scheme,Rawalpindi,Punjab,3,1.2 Kanal,For Rent,3,Kanal,1.2,1-5 Kanal
15260798,438,Upper Portion,35000,Gulraiz Housing Scheme,Rawalpindi,Punjab,3,14 Marla,For Rent,3,Marla,14,10-15 Marla
15271488,8129,House,65000,Range Road,Rawalpindi,Punjab,6,8 Marla,For Rent,6,Marla,8,5-10 Marla
15271642,8129,Flat,18000,Range Road,Rawalpindi,Punjab,3,5 Marla,For Rent,3,Marla,5,0-5 Marla
15272564,1312,House,75000,Chaklala Scheme,Rawalpindi,Punjab,6,10 Marla,For Rent,5,Marla,10,5-10 Marla
15274016,1473,House,36000000,West Wood Housing Society,Lahore,Punjab,0,1 Kanal,For Sale,0,Kanal,1,1-5 Kanal
15274213,3529,House,4300000,Allama Iqbal Town,Lahore,Punjab,2,2 Marla,For Sale,2,Marla,2,0-5 Marla
15276000,3964,House,8500000,Johar Town,Lahore,Punjab,3,3.5 Marla,For Sale,3,Marla,3.5,0-5 Marla
15276350,12376,House,5800000,Multan Road,Lahore,Punjab,3,3 Marla,For Sale,3,Marla,3,0-5 Marla
15276442,766,House,10000000,Jubilee Town,Lahore,Punjab,5,5 Marla,For Sale,5,Marla,5,0-5 Marla
15276696,427,House,140000000,Cantt,Lahore,Punjab,7,2 Kanal,For Sale,7,Kanal,2,1-5 Kanal
15278997,1448,House,31000000,DHA Defence,Lahore,Punjab,4,10 Marla,For Sale,4,Marla,10,5-10 Marla
15279212,4291,House,22500000,Valencia Housing Society,Lahore,Punjab,5,10 Marla,For Sale,5,Marla,10,5-10 Marla
15280387,3675,House,100000000,Cantt,Lahore,Punjab,7,1.6 Kanal,For Sale,6,Kanal,1.6,1-5 Kanal
15280504,1678,House,55000000,Cantt,Lahore,Punjab,6,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
15280801,1290,House,22500000,Airline Housing Society,Lahore,Punjab,7,10 Marla,For Sale,5,Marla,10,5-10 Marla
15281267,3914,House,25800000,Iqbal Avenue,Lahore,Punjab,7,10 Marla,For Sale,5,Marla,10,5-10 Marla
15281970,11777,House,5200000,Shera Kot,Lahore,Punjab,2,2.2 Marla,For Sale,3,Marla,2.2,0-5 Marla
15282095,4009,House,8000000,Lake City,Lahore,Punjab,3,5 Marla,For Sale,3,Marla,5,0-5 Marla
15282345,4009,House,8000000,Lake City,Lahore,Punjab,3,5 Marla,For Sale,3,Marla,5,0-5 Marla
15282636,4354,House,6500000,Rana Town,Lahore,Punjab,4,5 Marla,For Sale,6,Marla,5,0-5 Marla
15283212,1592,House,60000000,DHA Defence,Lahore,Punjab,6,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
15283372,4364,House,12500000,Shah Khawar Town,Lahore,Punjab,5,5 Marla,For Sale,3,Marla,5,0-5 Marla
15283501,1448,House,58000000,DHA Defence,Lahore,Punjab,3,1 Kanal,For Sale,3,Kanal,1,1-5 Kanal
15283509,8930,House,28000000,Revenue Society,Lahore,Punjab,6,1 Kanal,For Sale,6,Kanal,1,1-5 Kanal
15283835,4007,House,21500000,Lake City,Lahore,Punjab,4,11 Marla,For Sale,4,Marla,11,10-15 Marla
15284236,489,House,8500000,Mughalpura,Lahore,Punjab,2,5 Marla,For Sale,2,Marla,5,0-5 Marla
15284245,3961,House,14000000,Johar Town,Lahore,Punjab,5,5 Marla,For Sale,4,Marla,5,0-5 Marla
15284345,1447,House,39000000,DHA Defence,Lahore,Punjab,6,10 Marla,For Sale,5,Marla,10,5-10 Marla
15284816,377,House,13500000,Samanabad,Lahore,Punjab,4,5 Marla,For Sale,3,Marla,5,0-5 Marla
15285965,9282,House,12500000,Manawan,Lahore,Punjab,0,8 Marla,For Sale,0,Marla,8,5-10 Marla
15286022,4596,House,9000000,Ghausia Colony,Lahore,Punjab,3,6 Marla,For Sale,2,Marla,6,5-10 Marla
15286299,8384,House,4500000,GT Road,Lahore,Punjab,0,3 Marla,For Sale,3,Marla,3,0-5 Marla
15286449,10327,House,4500000,Khayaban-e-Amin,Lahore,Punjab,1,5 Marla,For Sale,2,Marla,5,0-5 Marla
15287034,3967,House,26000000,Johar Town,Lahore,Punjab,6,7 Marla,For Sale,5,Marla,7,5-10 Marla
15287035,3967,House,26000000,Johar Town,Lahore,Punjab,6,7 Marla,For Sale,5,Marla,7,5-10 Marla
15287093,1225,Upper Portion,1700000,Eden,Lahore,Punjab,1,3 Marla,For Sale,2,Marla,3,0-5 Marla
15287375,1447,House,32500000,DHA Defence,Lahore,Punjab,5,10 Marla,For Sale,4,Marla,10,5-10 Marla
15287650,1694,House,4900000,Eden,Lahore,Punjab,2,2.5 Marla,For Sale,3,Marla,2.5,0-5 Marla
15287658,1447,House,53500000,DHA Defence,Lahore,Punjab,6,1 Kanal,For Sale,5,Kanal,1,1-5 Kanal
15287748,1613,House,62500000,DHA Defence,Lahore,Punjab,0,1 Kanal,For Sale,8,Kanal,1,1-5 Kanal
15288025,1517,House,10500000,T & T Aabpara Housing Society,Lahore,Punjab,4,5 Marla,For Sale,3,Marla,5,0-5 Marla
15288199,69,House,45000000,Cavalry Ground,Lahore,Punjab,3,1 Kanal,For Sale,3,Kanal,1,1-5 Kanal
